=== FIGHT: no_warrior (seed AAAA0001) ===
screenshot: playtest_wren_no_warrior_00_select
classes picked before Start: ["Priest", "Geysermancer", "Siege Master", "Abomination"] (wanted ["Priest", "Geysermancer", "Siege Master", "Abomination"])
screenshot: playtest_wren_no_warrior_01_start
screenshot: playtest_wren_no_warrior_02_tick30
screenshot: playtest_wren_no_warrior_03_tick120
screenshot: playtest_wren_no_warrior_04_tick210
screenshot: playtest_wren_no_warrior_05_tick300
screenshot: playtest_wren_no_warrior_06_tick390
screenshot: playtest_wren_no_warrior_07_tick480
screenshot: playtest_wren_no_warrior_08_end
outcome: PLAYER_WIN at tick 629 (21.0s), survivors 1/4, frames waited 3417
--- event log for no_warrior ---
  tick 0  FIGHT_START  source=-1 target=-1 amount=0 action=
  tick 71  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 71  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 71  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 71  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 72  ACTION_FIRE  source=0 target=4 amount=0 action=warrior_strike
  tick 72  DAMAGE  source=0 target=4 amount=11 action=warrior_strike
  tick 72  DEATH  source=0 target=4 amount=0 action=warrior_strike
  tick 72  DAMAGE  source=-1 target=0 amount=1 action=
  tick 75  DAMAGE  source=-1 target=0 amount=1 action=
  tick 76  DAMAGE  source=-1 target=0 amount=1 action=
  tick 76  ACTION_FIRE  source=5 target=0 amount=0 action=goblin_stab
  tick 76  DAMAGE  source=5 target=0 amount=8 action=goblin_stab
  tick 76  ACTION_FIRE  source=9 target=3 amount=0 action=goblin_arrow
  tick 76  DAMAGE  source=9 target=3 amount=7 action=goblin_arrow
  tick 77  DAMAGE  source=-1 target=0 amount=1 action=
  tick 78  DAMAGE  source=-1 target=0 amount=1 action=
  tick 78  ACTION_FIRE  source=1 target=6 amount=0 action=priest_smite
  tick 78  DAMAGE  source=1 target=6 amount=11 action=priest_smite
  tick 78  DEATH  source=1 target=6 amount=0 action=priest_smite
  tick 78  ACTION_FIRE  source=3 target=7 amount=0 action=abomination_immolate
  tick 78  MISS  source=3 target=7 amount=0 action=abomination_immolate
  tick 78  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 78  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 79  DAMAGE  source=-1 target=0 amount=1 action=
  tick 79  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 79  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 79  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 80  ACTION_START  source=0 target=5 amount=0 action=warrior_strike
  tick 80  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 80  ACTION_START  source=2 target=7 amount=0 action=geyser_blast
  tick 80  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 81  DAMAGE  source=-1 target=0 amount=1 action=
  tick 83  ACTION_START  source=5 target=0 amount=0 action=goblin_stab
  tick 83  DAMAGE  source=-1 target=0 amount=1 action=
  tick 85  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 85  ACTION_FIRE  source=0 target=5 amount=0 action=warrior_strike
  tick 85  DAMAGE  source=0 target=5 amount=7 action=warrior_strike
  tick 85  DEATH  source=0 target=5 amount=0 action=warrior_strike
  tick 85  DAMAGE  source=-1 target=0 amount=1 action=
  tick 86  DAMAGE  source=-1 target=0 amount=1 action=
  tick 87  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 87  DAMAGE  source=-1 target=0 amount=1 action=
  tick 87  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 87  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 88  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 88  ACTION_START  source=1 target=7 amount=0 action=priest_smite
  tick 89  DAMAGE  source=-1 target=0 amount=1 action=
  tick 90  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 90  DAMAGE  source=-1 target=0 amount=1 action=
  tick 90  ACTION_FIRE  source=2 target=7 amount=0 action=geyser_blast
  tick 90  DAMAGE  source=2 target=7 amount=8 action=geyser_blast
  tick 92  ACTION_FIRE  source=9 target=3 amount=0 action=goblin_arrow
  tick 92  DAMAGE  source=9 target=3 amount=7 action=goblin_arrow
  tick 93  DAMAGE  source=-1 target=0 amount=1 action=
  tick 94  DAMAGE  source=-1 target=0 amount=1 action=
  tick 94  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 94  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 96  ACTION_FIRE  source=1 target=7 amount=0 action=priest_smite
  tick 96  DAMAGE  source=1 target=7 amount=15 action=priest_smite
  tick 97  DAMAGE  source=-1 target=0 amount=1 action=
  tick 98  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 98  DAMAGE  source=-1 target=0 amount=1 action=
  tick 99  DAMAGE  source=-1 target=0 amount=1 action=
  tick 99  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 99  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 99  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 100  DAMAGE  source=-1 target=0 amount=1 action=
  tick 101  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 102  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 102  ACTION_START  source=2 target=7 amount=0 action=geyser_blast
  tick 103  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 104  DAMAGE  source=-1 target=0 amount=1 action=
  tick 105  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 105  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 106  RESOURCE_SPENT  source=1 target=-1 amount=25 action=priest_heal
  tick 106  ACTION_START  source=1 target=0 amount=0 action=priest_heal
  tick 106  ACTION_START  source=3 target=7 amount=0 action=abomination_claw
  tick 108  DAMAGE  source=-1 target=0 amount=1 action=
  tick 108  ACTION_FIRE  source=9 target=3 amount=0 action=goblin_arrow
  tick 108  DAMAGE  source=9 target=3 amount=7 action=goblin_arrow
  tick 109  ACTION_START  source=13 target=0 amount=0 action=ghoul_maul
  tick 109  DAMAGE  source=-1 target=0 amount=1 action=
  tick 110  ACTION_START  source=0 target=13 amount=0 action=warrior_strike
  tick 110  DAMAGE  source=-1 target=0 amount=1 action=
  tick 110  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 110  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 112  ACTION_FIRE  source=2 target=7 amount=0 action=geyser_blast
  tick 112  DAMAGE  source=2 target=7 amount=12 action=geyser_blast
  tick 112  DEATH  source=2 target=7 amount=0 action=geyser_blast
  tick 112  ACTION_FIRE  source=3 target=7 amount=0 action=abomination_claw
  tick 112  MISS  source=3 target=7 amount=0 action=abomination_claw
  tick 113  DAMAGE  source=-1 target=0 amount=1 action=
  tick 113  ACTION_FIRE  source=1 target=0 amount=0 action=priest_heal
  tick 113  MISS  source=1 target=0 amount=0 action=priest_heal
  tick 114  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 114  DAMAGE  source=-1 target=0 amount=1 action=
  tick 115  ACTION_FIRE  source=0 target=13 amount=0 action=warrior_strike
  tick 115  DAMAGE  source=0 target=13 amount=15 action=warrior_strike
  tick 115  DAMAGE  source=-1 target=0 amount=1 action=
  tick 116  DAMAGE  source=-1 target=0 amount=1 action=
  tick 117  DAMAGE  source=-1 target=0 amount=1 action=
  tick 118  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 118  DAMAGE  source=-1 target=0 amount=1 action=
  tick 119  DAMAGE  source=-1 target=0 amount=1 action=
  tick 120  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 121  DAMAGE  source=-1 target=0 amount=1 action=
  tick 121  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 121  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 122  DAMAGE  source=-1 target=0 amount=1 action=
  tick 122  ACTION_FIRE  source=13 target=0 amount=0 action=ghoul_maul
  tick 122  DAMAGE  source=13 target=0 amount=18 action=ghoul_maul
  tick 123  RESOURCE_SPENT  source=0 target=-1 amount=20 action=warrior_guard
  tick 123  ACTION_START  source=0 target=0 amount=0 action=warrior_guard
  tick 123  DAMAGE  source=-1 target=0 amount=1 action=
  tick 124  DAMAGE  source=-1 target=0 amount=1 action=
  tick 125  ACTION_FIRE  source=9 target=3 amount=0 action=goblin_arrow
  tick 125  DAMAGE  source=9 target=3 amount=7 action=goblin_arrow
  tick 126  ACTION_FIRE  source=0 target=0 amount=0 action=warrior_guard
  tick 126  DAMAGE  source=0 target=0 amount=0 action=warrior_guard
  tick 126  STATUS_APPLIED  source=0 target=0 amount=0 action=warrior_guard
  tick 126  DAMAGE  source=-1 target=0 amount=1 action=
  tick 127  RESOURCE_SPENT  source=1 target=-1 amount=25 action=priest_heal
  tick 127  ACTION_START  source=1 target=0 amount=0 action=priest_heal
  tick 127  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 127  DAMAGE  source=8 target=0 amount=5 action=goblin_arrow
  tick 128  DAMAGE  source=-1 target=0 amount=1 action=
  tick 129  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 129  ACTION_START  source=2 target=9 amount=0 action=geyser_blast
  tick 131  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 132  DAMAGE  source=-1 target=0 amount=1 action=
  tick 133  DAMAGE  source=-1 target=0 amount=1 action=
  tick 134  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 134  ACTION_FIRE  source=1 target=0 amount=0 action=priest_heal
  tick 134  HEAL  source=1 target=0 amount=28 action=priest_heal
  tick 136  ACTION_START  source=0 target=13 amount=0 action=warrior_strike
  tick 136  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 137  ACTION_START  source=13 target=0 amount=0 action=ghoul_maul
  tick 137  DAMAGE  source=-1 target=0 amount=1 action=
  tick 138  DAMAGE  source=-1 target=0 amount=1 action=
  tick 139  DAMAGE  source=-1 target=0 amount=1 action=
  tick 139  ACTION_FIRE  source=2 target=9 amount=0 action=geyser_blast
  tick 139  MISS  source=2 target=9 amount=0 action=geyser_blast
  tick 140  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 140  DAMAGE  source=11 target=0 amount=5 action=cultist_bolt
  tick 140  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 141  ACTION_FIRE  source=0 target=13 amount=0 action=warrior_strike
  tick 141  DAMAGE  source=0 target=13 amount=12 action=warrior_strike
  tick 141  DAMAGE  source=-1 target=0 amount=1 action=
  tick 141  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 141  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 143  DAMAGE  source=-1 target=0 amount=1 action=
  tick 143  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 143  DAMAGE  source=8 target=0 amount=5 action=goblin_arrow
  tick 146  DAMAGE  source=-1 target=0 amount=1 action=
  tick 147  DAMAGE  source=-1 target=0 amount=1 action=
  tick 149  RESOURCE_SPENT  source=0 target=-1 amount=20 action=warrior_guard
  tick 149  ACTION_START  source=0 target=0 amount=0 action=warrior_guard
  tick 150  DAMAGE  source=-1 target=0 amount=1 action=
  tick 150  ACTION_FIRE  source=13 target=0 amount=0 action=ghoul_maul
  tick 150  DAMAGE  source=13 target=0 amount=13 action=ghoul_maul
  tick 151  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 152  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 152  ACTION_FIRE  source=0 target=0 amount=0 action=warrior_guard
  tick 152  DAMAGE  source=0 target=0 amount=0 action=warrior_guard
  tick 152  STATUS_APPLIED  source=0 target=0 amount=0 action=warrior_guard
  tick 152  DAMAGE  source=-1 target=0 amount=1 action=
  tick 153  DAMAGE  source=-1 target=0 amount=1 action=
  tick 154  DAMAGE  source=-1 target=0 amount=1 action=
  tick 157  ACTION_START  source=3 target=9 amount=0 action=abomination_claw
  tick 157  ACTION_START  source=9 target=0 amount=0 action=goblin_arrow
  tick 157  DAMAGE  source=-1 target=0 amount=1 action=
  tick 159  DAMAGE  source=-1 target=0 amount=1 action=
  tick 159  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 159  DAMAGE  source=8 target=0 amount=5 action=goblin_arrow
  tick 160  DAMAGE  source=-1 target=0 amount=1 action=
  tick 160  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 160  DAMAGE  source=11 target=0 amount=5 action=cultist_bolt
  tick 160  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 161  DAMAGE  source=-1 target=0 amount=1 action=
  tick 162  RESOURCE_SPENT  source=0 target=-1 amount=20 action=warrior_guard
  tick 162  ACTION_START  source=0 target=0 amount=0 action=warrior_guard
  tick 162  DAMAGE  source=-1 target=0 amount=1 action=
  tick 163  DAMAGE  source=-1 target=0 amount=1 action=
  tick 163  ACTION_FIRE  source=3 target=9 amount=0 action=abomination_claw
  tick 163  DAMAGE  source=3 target=9 amount=20 action=abomination_claw
  tick 163  STATUS_APPLIED  source=3 target=9 amount=0 action=abomination_claw
  tick 164  DAMAGE  source=-1 target=0 amount=1 action=
  tick 164  ACTION_FIRE  source=9 target=0 amount=0 action=goblin_arrow
  tick 164  DAMAGE  source=9 target=0 amount=5 action=goblin_arrow
  tick 165  ACTION_START  source=13 target=0 amount=0 action=ghoul_maul
  tick 165  ACTION_FIRE  source=0 target=0 amount=0 action=warrior_guard
  tick 165  DAMAGE  source=0 target=0 amount=0 action=warrior_guard
  tick 165  STATUS_APPLIED  source=0 target=0 amount=0 action=warrior_guard
  tick 165  DAMAGE  source=-1 target=0 amount=1 action=
  tick 167  DAMAGE  source=-1 target=0 amount=1 action=
  tick 167  DAMAGE  source=-1 target=9 amount=1 action=
  tick 168  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 169  DAMAGE  source=-1 target=0 amount=1 action=
  tick 170  DAMAGE  source=-1 target=0 amount=1 action=
  tick 171  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 173  RESOURCE_SPENT  source=3 target=-1 amount=40 action=abomination_immolate
  tick 173  ACTION_START  source=3 target=9 amount=0 action=abomination_immolate
  tick 173  DAMAGE  source=-1 target=0 amount=1 action=
  tick 174  ACTION_START  source=9 target=0 amount=0 action=goblin_arrow
  tick 174  DAMAGE  source=-1 target=0 amount=1 action=
  tick 175  ACTION_START  source=0 target=13 amount=0 action=warrior_strike
  tick 175  DAMAGE  source=-1 target=0 amount=1 action=
  tick 175  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 175  DAMAGE  source=8 target=0 amount=5 action=goblin_arrow
  tick 176  DAMAGE  source=-1 target=0 amount=1 action=
  tick 178  ACTION_FIRE  source=13 target=0 amount=0 action=ghoul_maul
  tick 178  DAMAGE  source=13 target=0 amount=1 action=ghoul_maul
  tick 178  DEATH  source=13 target=0 amount=0 action=ghoul_maul
  tick 180  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 180  MISS  source=11 target=0 amount=0 action=cultist_bolt
  tick 181  ACTION_FIRE  source=9 target=0 amount=0 action=goblin_arrow
  tick 181  MISS  source=9 target=0 amount=0 action=goblin_arrow
  tick 182  ACTION_FIRE  source=3 target=9 amount=0 action=abomination_immolate
  tick 182  MISS  source=3 target=9 amount=0 action=abomination_immolate
  tick 184  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 191  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 191  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 191  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 198  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 198  DAMAGE  source=8 target=3 amount=7 action=goblin_arrow
  tick 200  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 202  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 203  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 203  ACTION_START  source=2 target=10 amount=0 action=geyser_blast
  tick 205  DAMAGE  source=-1 target=9 amount=1 action=
  tick 207  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 207  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 211  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 211  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 211  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 213  ACTION_FIRE  source=2 target=10 amount=0 action=geyser_blast
  tick 213  DAMAGE  source=2 target=10 amount=7 action=geyser_blast
  tick 214  DAMAGE  source=-1 target=3 amount=1 action=
  tick 216  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 217  DAMAGE  source=-1 target=3 amount=1 action=
  tick 218  DAMAGE  source=-1 target=3 amount=1 action=
  tick 219  DAMAGE  source=-1 target=9 amount=1 action=
  tick 220  DAMAGE  source=-1 target=3 amount=1 action=
  tick 221  DAMAGE  source=-1 target=3 amount=1 action=
  tick 222  DAMAGE  source=-1 target=3 amount=1 action=
  tick 223  ACTION_START  source=3 target=9 amount=0 action=abomination_claw
  tick 223  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 223  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 224  DAMAGE  source=-1 target=3 amount=1 action=
  tick 225  DAMAGE  source=-1 target=3 amount=1 action=
  tick 226  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 226  ACTION_START  source=1 target=12 amount=0 action=priest_smite
  tick 227  DAMAGE  source=-1 target=3 amount=1 action=
  tick 229  ACTION_FIRE  source=3 target=9 amount=0 action=abomination_claw
  tick 229  MISS  source=3 target=9 amount=0 action=abomination_claw
  tick 229  DAMAGE  source=-1 target=3 amount=1 action=
  tick 231  DAMAGE  source=-1 target=3 amount=1 action=
  tick 232  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 233  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 234  ACTION_FIRE  source=1 target=12 amount=0 action=priest_smite
  tick 234  DAMAGE  source=1 target=12 amount=16 action=priest_smite
  tick 236  DAMAGE  source=-1 target=3 amount=1 action=
  tick 237  DAMAGE  source=-1 target=3 amount=1 action=
  tick 238  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 239  ACTION_START  source=3 target=12 amount=0 action=abomination_claw
  tick 239  DAMAGE  source=-1 target=3 amount=1 action=
  tick 239  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 239  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 240  DAMAGE  source=-1 target=3 amount=1 action=
  tick 241  DAMAGE  source=-1 target=3 amount=1 action=
  tick 242  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 242  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 242  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 243  DAMAGE  source=-1 target=3 amount=1 action=
  tick 245  ACTION_FIRE  source=3 target=12 amount=0 action=abomination_claw
  tick 245  DAMAGE  source=3 target=12 amount=8 action=abomination_claw
  tick 245  STATUS_APPLIED  source=3 target=12 amount=0 action=abomination_claw
  tick 245  DAMAGE  source=-1 target=3 amount=1 action=
  tick 245  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 245  DAMAGE  source=8 target=3 amount=7 action=goblin_arrow
  tick 245  DAMAGE  source=-1 target=12 amount=1 action=
  tick 246  ACTION_START  source=12 target=3 amount=0 action=ghoul_maul
